                  20050721 伟星股份 (002003)
 时间	    价格	    成交	笔数	
09:30	    8.33	       4	0	S	
09:30	    8.33	      12	0	B	
09:31	    8.33	      19	0	S	
09:31	    8.33	       9	0	S	
09:32	    8.33	      25	0	B	
09:33	    8.31	       4	0	S	
09:33	    8.31	       2	0	S	
09:33	    8.31	      20	0	S	
09:34	    8.31	       6	0	S	
09:34	    8.30	       2	0	S	
09:35	    8.28	      10	0	S	
09:36	    8.27	      30	0	S	
09:37	    8.27	       1	0	S	
09:38	    8.26	       6	0	S	
09:38	    8.27	      10	0	B	
09:38	    8.27	      12	0	B	
09:39	    8.27	       4	0	B	
09:40	    8.27	       6	0	B	
09:40	    8.27	     101	0	B	
09:41	    8.27	      42	0	B	
09:41	    8.27	      60	0	B	
09:41	    8.27	      20	0	B	
09:41	    8.26	      20	0	S	
09:41	    8.27	      20	0	B	
09:42	    8.27	      13	0	B	
09:42	    8.27	      23	0	B	
09:42	    8.25	       1	0	S	
09:42	    8.27	     132	0	B	
09:42	    8.25	       5	0	S	
09:43	    8.27	       3	0	B	
09:43	    8.27	       4	0	B	
09:43	    8.27	       3	0	B	
09:43	    8.27	      15	0	B	
09:44	    8.27	      11	0	B	
09:44	    8.31	       1	0	B	
09:45	    8.27	      10	0	S	
09:45	    8.30	       8	0	B	
09:46	    8.33	      16	0	B	
09:47	    8.33	      30	0	B	
09:47	    8.33	      19	0	B	
09:48	    8.34	      18	0	B	
09:48	    8.35	       6	0	B	
09:48	    8.35	      15	0	B	
09:49	    8.34	      12	0	S	
09:49	    8.35	       5	0	B	
09:49	    8.35	      10	0	B	
09:49	    8.36	      33	0	B	
09:50	    8.35	      17	0	S	
09:50	    8.35	       3	0	B	
09:50	    8.35	      10	0	S	
09:50	    8.35	       3	0	S	
09:51	    8.35	       2	0	S	
09:51	    8.35	      21	0	S	
09:51	    8.35	      28	0	S	
09:51	    8.34	      29	0	S	
09:52	    8.36	       6	0	S	
09:52	    8.34	      22	0	B	
09:53	    8.35	       1	0	B	
09:53	    8.35	       9	0	S	
09:55	    8.34	       8	0	B	
09:55	    8.34	       3	0	B	
09:56	    8.33	       1	0	S	
09:56	    8.33	       2	0	S	
09:57	    8.33	       2	0	S	
09:57	    8.33	       2	0	B	
09:57	    8.33	       1	0	B	
09:57	    8.31	       1	0	S	
09:58	    8.31	       3	0	S	
09:58	    8.31	      10	0	S	
09:59	    8.31	      10	0	S	
09:59	    8.30	       2	0	S	
09:59	    8.31	       5	0	B	
09:59	    8.31	       3	0	B	
10:00	    8.31	       3	0	S	
10:00	    8.32	       4	0	B	
10:01	    8.32	      39	0	S	
10:01	    8.33	       3	0	B	
10:01	    8.33	      10	0	B	
10:01	    8.33	       7	0	B	
10:02	    8.33	       5	0	B	
10:03	    8.33	       4	0	B	
10:04	    8.32	      30	0	S	
10:04	    8.33	       4	0	S	
10:05	    8.33	       1	0	B	
10:05	    8.32	       5	0	S	
10:05	    8.34	      23	0	B	
10:07	    8.33	       1	0	B	
10:08	    8.30	      12	0	S	
10:08	    8.30	      63	0	S	
10:08	    8.30	       1	0	B	
10:10	    8.29	       5	0	S	
10:11	    8.29	      16	0	S	
10:11	    8.29	       1	0	B	
10:11	    8.27	      24	0	S	
10:11	    8.27	       7	0	B	
10:11	    8.28	      23	0	S	
10:12	    8.28	       2	0	S	
10:12	    8.28	       3	0	S	
10:13	    8.26	      14	0	S	
10:13	    8.26	      23	0	S	
10:13	    8.26	       5	0	S	
10:15	    8.28	       1	0	B	
10:16	    8.26	      50	0	S	
10:17	    8.27	       6	0	S	
10:18	    8.27	       5	0	S	
10:19	    8.27	      50	0	S	
10:19	    8.27	       8	0	S	
10:20	    8.26	       8	0	S	
10:22	    8.27	       5	0	S	
10:22	    8.27	       9	0	B	
10:22	    8.27	       4	0	S	
10:25	    8.28	       2	0	B	
10:26	    8.27	       5	0	S	
10:27	    8.27	      10	0	S	
10:28	    8.27	      10	0	S	
10:28	    8.27	       7	0	S	
10:29	    8.27	      10	0	B	
10:31	    8.26	     135	0	S	
10:31	    8.26	       2	0	B	
10:31	    8.25	      20	0	S	
10:32	    8.25	       5	0	S	
10:33	    8.25	      20	0	S	
10:33	    8.26	       8	0	B	
10:33	    8.26	      44	0	S	
10:34	    8.26	      10	0	S	
10:34	    8.27	       6	0	B	
10:35	    8.27	      22	0	B	
10:35	    8.27	      25	0	B	
10:35	    8.28	      18	0	B	
10:36	    8.28	      19	0	B	
10:37	    8.29	       8	0	B	
10:38	    8.30	       7	0	B	
10:39	    8.29	       2	0	S	
10:39	    8.30	      10	0	B	
10:40	    8.29	      11	0	S	
10:40	    8.28	       1	0	S	
10:41	    8.28	      82	0	B	
10:41	    8.28	       7	0	S	
10:42	    8.28	       4	0	S	
10:42	    8.27	       9	0	S	
10:42	    8.28	      60	0	B	
10:42	    8.28	      25	0	B	
10:44	    8.28	      10	0	S	
10:45	    8.29	      50	0	B	
10:46	    8.29	       6	0	B	
10:48	    8.29	      29	0	S	
10:49	    8.29	       5	0	S	
10:49	    8.29	      10	0	S	
10:50	    8.29	       5	0	S	
10:50	    8.29	       3	0	S	
10:51	    8.29	       2	0	S	
10:51	    8.29	      20	0	S	
10:51	    8.29	      12	0	S	
10:53	    8.29	       5	0	B	
10:53	    8.27	      50	0	S	
10:54	    8.27	      10	0	S	
10:55	    8.27	       3	0	S	
10:57	    8.26	      20	0	S	
10:57	    8.25	     154	0	S	
10:57	    8.25	       5	0	S	
10:57	    8.25	       5	0	S	
10:58	    8.25	      10	0	S	
10:58	    8.25	      10	0	S	
10:58	    8.25	      36	0	S	
10:59	    8.25	       9	0	S	
10:59	    8.26	       7	0	B	
11:02	    8.26	      19	0	S	
11:02	    8.25	       7	0	S	
11:03	    8.26	       2	0	B	
11:04	    8.26	       3	0	B	
11:05	    8.26	       5	0	B	
11:06	    8.26	       6	0	B	
11:07	    8.26	       3	0	S	
11:08	    8.26	       5	0	S	
11:08	    8.26	      22	0	S	
11:09	    8.26	       8	0	B	
11:13	    8.25	      18	0	S	
11:13	    8.25	      50	0	S	
11:14	    8.25	       6	0	S	
11:14	    8.24	      21	0	S	
11:15	    8.24	      14	0	B	
11:15	    8.22	      40	0	S	
11:16	    8.22	      10	0	S	
11:16	    8.21	       5	0	S	
11:17	    8.21	       3	0	S	
11:17	    8.22	       6	0	B	
11:17	    8.22	       2	0	B	
11:17	    8.21	      80	0	S	
11:17	    8.22	       2	0	S	
11:17	    8.22	       1	0	B	
11:18	    8.21	      24	0	S	
11:19	    8.20	       5	0	S	
11:19	    8.21	       7	0	B	
11:20	    8.21	      10	0	S	
11:20	    8.21	       3	0	S	
11:22	    8.20	      36	0	S	
11:23	    8.19	       7	0	S	
11:24	    8.20	      13	0	B	
11:24	    8.19	      18	0	S	
11:24	    8.19	       5	0	S	
11:25	    8.18	      30	0	S	
11:25	    8.19	       7	0	S	
11:26	    8.19	       5	0	S	
11:26	    8.19	       1	0	B	
11:26	    8.18	       5	0	S	
11:27	    8.18	       6	0	S	
11:28	    8.20	       8	0	B	
11:28	    8.19	       1	0	S	
13:00	    8.20	       3	0	B	
13:00	    8.19	      38	0	S	
13:01	    8.18	       2	0	S	
13:02	    8.18	      30	0	S	
13:02	    8.18	      67	0	S	
13:03	    8.18	       5	0	S	
13:03	    8.18	      10	0	S	
13:03	    8.18	       4	0	S	
13:05	    8.18	       6	0	B	
13:05	    8.18	      20	0	S	
13:06	    8.18	      30	0	S	
13:06	    8.18	       1	0	S	
13:07	    8.17	       1	0	S	
13:08	    8.17	       4	0	S	
13:08	    8.17	      84	0	S	
13:11	    8.17	      14	0	S	
13:12	    8.19	       9	0	B	
13:12	    8.18	       2	0	B	
13:13	    8.16	       2	0	S	
13:14	    8.16	       2	0	S	
13:15	    8.16	      10	0	S	
13:15	    8.15	      43	0	S	
13:15	    8.13	      10	0	S	
13:16	    8.12	       4	0	S	
13:16	    8.12	      13	0	S	
13:17	    8.11	       5	0	S	
13:17	    8.11	      41	0	S	
13:17	    8.11	      12	0	S	
13:17	    8.12	      18	0	B	
13:19	    8.11	      10	0	S	
13:19	    8.11	      14	0	S	
13:21	    8.12	       3	0	B	
13:21	    8.12	      50	0	B	
13:22	    8.11	      47	0	S	
13:23	    8.13	       5	0	B	
13:25	    8.14	       5	0	B	
13:25	    8.14	       4	0	B	
13:26	    8.14	       7	0	B	
13:26	    8.14	       3	0	B	
13:27	    8.13	       7	0	S	
13:28	    8.14	       2	0	B	
13:29	    8.14	      10	0	B	
13:29	    8.13	      10	0	S	
13:30	    8.14	      16	0	B	
13:30	    8.13	       1	0	S	
13:32	    8.13	       8	0	S	
13:33	    8.12	      57	0	S	
13:34	    8.12	      10	0	S	
13:35	    8.13	       1	0	B	
13:37	    8.12	      32	0	S	
13:38	    8.12	      50	0	S	
13:39	    8.12	      14	0	S	
13:39	    8.12	      30	0	S	
13:42	    8.13	      13	0	B	
13:42	    8.12	       2	0	S	
13:43	    8.12	      10	0	S	
13:44	    8.13	      53	0	B	
13:45	    8.13	      22	0	S	
13:46	    8.13	       2	0	S	
13:46	    8.13	       6	0	S	
13:48	    8.14	       5	0	B	
13:49	    8.13	      40	0	S	
13:50	    8.13	      27	0	S	
13:51	    8.14	      10	0	B	
13:52	    8.13	       3	0	S	
13:53	    8.13	       1	0	S	
13:55	    8.13	       2	0	S	
13:55	    8.14	       4	0	B	
13:56	    8.14	      22	0	B	
13:57	    8.14	      10	0	B	
13:58	    8.14	       7	0	B	
13:59	    8.15	       9	0	B	
14:00	    8.15	      10	0	B	
14:00	    8.16	      16	0	B	
14:01	    8.16	       3	0	S	
14:03	    8.16	       4	0	S	
14:03	    8.16	      10	0	S	
14:04	    8.16	       4	0	S	
14:05	    8.18	       3	0	S	
14:05	    8.17	      10	0	S	
14:07	    8.18	      22	0	S	
14:07	    8.17	       7	0	S	
14:08	    8.16	      51	0	S	
14:10	    8.16	       6	0	S	
14:11	    8.15	      50	0	S	
14:11	    8.15	       1	0	B	
14:12	    8.15	      29	0	B	
14:12	    8.15	      10	0	S	
14:14	    8.17	       4	0	B	
14:14	    8.15	      11	0	S	
14:15	    8.15	       1	0	S	
14:15	    8.17	      13	0	B	
14:16	    8.17	       3	0	B	
14:16	    8.18	      16	0	B	
14:17	    8.18	      19	0	B	
14:17	    8.18	       1	0	S	
14:17	    8.19	      21	0	B	
14:18	    8.20	      12	0	B	
14:18	    8.19	      10	0	S	
14:19	    8.20	       4	0	B	
14:19	    8.20	      49	0	S	
14:19	    8.21	      11	0	B	
14:20	    8.22	      55	0	B	
14:21	    8.22	       3	0	S	
14:21	    8.22	      16	0	S	
14:23	    8.22	       2	0	S	
14:23	    8.22	      62	0	S	
14:23	    8.22	      14	0	S	
14:24	    8.21	       5	0	S	
14:24	    8.22	       5	0	B	
14:24	    8.21	       6	0	S	
14:26	    8.21	       3	0	S	
14:26	    8.22	       8	0	B	
14:27	    8.22	      10	0	S	
14:30	    8.23	      10	0	B	
14:31	    8.23	      11	0	S	
14:31	    8.23	       2	0	B	
14:32	    8.24	      60	0	B	
14:33	    8.24	      27	0	B	
14:33	    8.24	       1	0	S	
14:35	    8.23	       3	0	S	
14:36	    8.23	       8	0	S	
14:36	    8.23	       2	0	S	
14:36	    8.23	      18	0	S	
14:37	    8.22	       8	0	S	
14:37	    8.22	      20	0	S	
14:38	    8.22	       4	0	S	
14:38	    8.22	      11	0	S	
14:38	    8.23	      18	0	B	
14:38	    8.22	      10	0	S	
14:38	    8.22	       2	0	S	
14:38	    8.22	      30	0	S	
14:39	    8.22	       1	0	S	
14:39	    8.21	      15	0	S	
14:40	    8.21	      21	0	S	
14:40	    8.21	       8	0	S	
14:41	    8.21	       4	0	S	
14:43	    8.19	       5	0	S	
14:43	    8.20	      10	0	B	
14:44	    8.20	      10	0	S	
14:44	    8.20	      11	0	S	
14:45	    8.21	      16	0	B	
14:46	    8.20	      47	0	S	
