                  20060526 伟星股份 (002003)
 时间	    价格	    成交	笔数	
09:30	    9.11	     385	0	S	
09:30	    9.20	     408	0	B	
09:30	    9.20	      10	0	S	
09:30	    9.29	      25	0	B	
09:30	    9.28	       2	0	B	
09:30	    9.27	      22	0	B	
09:31	    9.27	      73	0	B	
09:31	    9.27	     182	0	B	
09:31	    9.30	     102	0	B	
09:31	    9.25	      78	0	S	
09:31	    9.29	      56	0	B	
09:31	    9.28	      47	0	S	
09:31	    9.36	      56	0	B	
09:31	    9.30	      74	0	S	
09:32	    9.36	     101	0	B	
09:32	    9.35	      51	0	S	
09:32	    9.31	      93	0	S	
09:32	    9.36	      37	0	S	
09:32	    9.39	     103	0	B	
09:32	    9.35	     123	0	S	
09:32	    9.35	      20	0	B	
09:33	    9.38	     124	0	B	
09:33	    9.40	     119	0	B	
09:33	    9.40	      52	0	S	
09:33	    9.40	      68	0	S	
09:33	    9.40	     210	0	S	
09:33	    9.39	     220	0	S	
09:33	    9.40	     171	0	B	
09:33	    9.40	      42	0	B	
09:34	    9.35	     217	0	S	
09:34	    9.40	     116	0	B	
09:34	    9.49	     347	0	B	
09:34	    9.40	     129	0	S	
09:34	    9.49	      94	0	B	
09:34	    9.40	     110	0	S	
09:34	    9.36	     115	0	S	
09:35	    9.49	      22	0	B	
09:35	    9.49	      31	0	B	
09:35	    9.43	      15	0	S	
09:35	    9.43	     127	0	S	
09:35	    9.45	     146	0	B	
09:35	    9.45	     114	0	B	
09:35	    9.43	     113	0	S	
09:36	    9.43	      19	0	B	
09:36	    9.40	      49	0	S	
09:36	    9.43	     157	0	B	
09:36	    9.40	     211	0	S	
09:36	    9.43	      63	0	B	
09:36	    9.40	      40	0	S	
09:37	    9.39	      23	0	S	
09:37	    9.38	     276	0	S	
09:37	    9.38	       2	0	B	
09:37	    9.34	      61	0	S	
09:37	    9.34	      10	0	B	
09:37	    9.34	      10	0	B	
09:38	    9.32	      46	0	S	
09:38	    9.34	      45	0	B	
09:38	    9.34	      20	0	S	
09:38	    9.34	      15	0	S	
09:38	    9.34	      43	0	S	
09:38	    9.34	      28	0	B	
09:38	    9.35	     101	0	B	
09:39	    9.35	      11	0	S	
09:39	    9.35	      10	0	S	
09:39	    9.35	       6	0	S	
09:39	    9.36	       3	0	B	
09:39	    9.35	      22	0	S	
09:39	    9.37	      15	0	B	
