                  20050112 伟星股份 (002003)
 时间	    价格	    成交	笔数	
09:30	   10.91	       1	0	S	
09:32	   11.02	      11	0	B	
09:36	   10.98	       6	0	B	
09:36	   10.92	       4	0	S	
09:38	   10.93	       5	0	S	
09:42	   10.93	       2	0	B	
09:43	   10.93	       6	0	B	
09:43	   10.93	       3	0	S	
09:45	   10.91	      10	0	S	
09:46	   10.91	       1	0	S	
09:47	   10.91	       6	0	S	
09:47	   10.97	      10	0	B	
09:48	   10.97	       6	0	B	
09:49	   10.97	       1	0	S	
09:50	   10.98	      11	0	B	
09:50	   10.97	       3	0	S	
09:51	   10.97	       1	0	S	
09:51	   10.97	       9	0	S	
09:52	   10.97	       4	0	S	
09:52	   10.97	       3	0	B	
09:52	   10.98	      16	0	B	
09:59	   10.98	      10	0	B	
10:02	   10.98	      17	0	B	
10:03	   10.94	       8	0	S	
10:05	   10.94	       3	0	S	
10:07	   10.91	       3	0	S	
10:08	   10.91	       1	0	S	
10:08	   10.93	       4	0	B	
10:09	   10.93	      10	0	S	
10:10	   10.91	      10	0	S	
10:11	   10.93	       2	0	B	
10:11	   10.90	      10	0	S	
10:13	   10.85	      31	0	S	
10:14	   10.85	       1	0	B	
10:17	   10.85	      10	0	B	
10:17	   10.85	      12	0	B	
10:17	   10.80	       2	0	B	
10:17	   10.80	       2	0	B	
10:17	   10.80	       1	0	B	
10:19	   10.85	      10	0	B	
10:20	   10.85	       5	0	B	
10:20	   10.85	      13	0	B	
10:21	   10.85	       1	0	B	
10:21	   10.85	       5	0	B	
10:21	   10.85	       4	0	B	
10:22	   10.85	       6	0	B	
10:22	   10.85	       5	0	B	
10:22	   10.82	      25	0	S	
10:23	   10.81	      10	0	S	
10:23	   10.82	      15	0	B	
10:28	   10.84	      10	0	S	
10:30	   10.84	       4	0	B	
10:31	   10.84	      34	0	B	
10:31	   10.84	       2	0	B	
10:31	   10.84	       2	0	B	
10:31	   10.84	       6	0	B	
10:32	   10.84	       3	0	B	
10:32	   10.84	      10	0	B	
10:33	   10.82	       2	0	S	
10:34	   10.82	       3	0	S	
10:34	   10.82	       3	0	S	
10:35	   10.82	       2	0	S	
10:37	   10.84	       3	0	B	
10:37	   10.82	       6	0	S	
10:38	   10.82	       8	0	S	
10:42	   10.82	       3	0	S	
10:43	   10.78	      62	0	S	
10:43	   10.77	       1	0	S	
10:44	   10.77	       3	0	S	
10:44	   10.78	      16	0	B	
10:45	   10.76	       5	0	S	
10:45	   10.75	       7	0	S	
10:46	   10.75	       8	0	S	
