                  20121228 伟星股份 (002003)
 时间	    价格	    成交	笔数	
09:30	    9.37	      19	0	S	
09:30	    9.37	     116	0	B	
09:30	    9.37	      50	0	B	
09:31	    9.37	      51	0	B	
09:31	    9.37	       5	0	B	
09:31	    9.37	      10	0	S	
09:31	    9.40	      26	0	B	
09:32	    9.41	       4	0	S	
09:32	    9.41	       7	0	B	
09:32	    9.41	       2	0	B	
09:32	    9.40	       3	0	S	
09:33	    9.40	      15	0	S	
09:33	    9.41	       1	0	B	
09:33	    9.40	      16	0	S	
09:33	    9.40	      10	0	B	
09:33	    9.40	      21	0	B	
09:34	    9.40	       5	0	B	
09:34	    9.40	      98	0	B	
09:34	    9.40	       2	0	S	
09:34	    9.40	       4	0	B	
09:34	    9.38	      10	0	S	
09:35	    9.38	      36	0	S	
09:35	    9.38	       6	0	S	
09:36	    9.38	     100	0	S	
09:36	    9.38	      20	0	S	
09:36	    9.40	      40	0	B	
09:36	    9.40	      30	0	S	
09:36	    9.41	      20	0	B	
09:37	    9.40	      11	0	B	
09:37	    9.40	      13	0	B	
09:37	    9.41	      13	0	B	
09:38	    9.40	       1	0	S	
09:38	    9.41	       4	0	B	
09:39	    9.41	       4	0	S	
09:40	    9.43	      20	0	S	
09:41	    9.46	      21	0	B	
09:41	    9.46	       9	0	S	
09:41	    9.49	     302	0	B	
09:42	    9.49	      19	0	B	
09:42	    9.48	       4	0	S	
09:42	    9.46	       7	0	S	
09:42	    9.46	      15	0	S	
09:42	    9.46	      16	0	B	
09:42	    9.46	       5	0	B	
09:42	    9.46	      19	0	B	
09:43	    9.46	       5	0	B	
09:43	    9.45	      18	0	S	
09:43	    9.46	      10	0	B	
09:44	    9.46	      11	0	B	
09:44	    9.46	      20	0	S	
09:44	    9.46	      42	0	S	
09:44	    9.45	      70	0	S	
09:45	    9.46	      10	0	B	
09:46	    9.46	       1	0	B	
09:46	    9.45	      10	0	S	
09:46	    9.45	      20	0	S	
09:47	    9.45	       5	0	S	
09:47	    9.43	     193	0	S	
09:47	    9.42	       3	0	S	
09:47	    9.42	      21	0	S	
09:48	    9.45	       2	0	B	
09:49	    9.45	       5	0	B	
09:50	    9.45	       2	0	B	
09:51	    9.44	      15	0	B	
