                  20220610 凯因科技 (688687)
 时间	    价格	    成交	笔数	
09:30	   17.63	      26	9	S	
09:30	   17.70	       3	2	B	
09:30	   17.64	       6	5	S	
09:30	   17.66	      50	24	B	
09:30	   17.66	     170	22	S	
09:30	   17.70	     142	31	B	
09:30	   17.64	       9	4	S	
09:30	   17.66	       4	1	S	
09:30	   17.66	      30	23	B	
09:30	   17.67	      31	7	S	
09:30	   17.66	      15	7	S	
09:30	   17.66	      18	4	S	
09:30	   17.74	      61	10	B	
09:30	   17.66	      40	2	S	
09:30	   17.66	       4	1	S	
09:30	   17.66	       7	3	B	
09:30	   17.66	       2	2	B	
09:30	   17.66	      12	5	S	
09:31	   17.66	       2	2	S	
09:31	   17.66	       7	3	S	
09:31	   17.66	      48	20	B	
09:31	   17.66	      22	15	B	
09:31	   17.66	       4	4	B	
09:31	   17.66	      20	13	B	
09:31	   17.66	       8	6	B	
09:31	   17.66	       7	6	B	
09:31	   17.66	       5	3	B	
09:31	   17.66	      10	8	B	
09:31	   17.66	       6	3	B	
09:31	   17.72	       3	1	B	
09:31	   17.72	       9	6	B	
09:31	   17.74	       3	1	B	
09:31	   17.74	      49	6	B	
09:31	   17.74	       7	3	B	
09:32	   17.74	       4	2	B	
09:32	   17.68	       4	2	S	
09:32	   17.76	      63	10	B	
09:32	   17.76	       0	1	B	
09:32	   17.70	       6	3	S	
09:32	   17.70	       5	2	S	
09:32	   17.68	      62	12	S	
09:32	   17.68	       1	1	S	
09:32	   17.66	       6	3	S	
09:32	   17.70	       4	1	B	
09:32	   17.70	       2	3	B	
09:32	   17.67	       4	2	S	
09:32	   17.66	       7	5	S	
09:32	   17.64	       6	4	S	
09:33	   17.66	      50	36	B	
09:33	   17.66	      21	14	B	
09:33	   17.73	      12	2	B	
09:33	   17.66	      52	29	S	
09:33	   17.70	       8	5	B	
09:33	   17.73	       2	1	B	
09:33	   17.74	      21	10	B	
09:33	   17.66	      24	16	S	
09:33	   17.73	      30	27	B	
09:33	   17.74	      19	7	B	
09:33	   17.74	       8	2	B	
09:33	   17.75	      83	3	B	
09:33	   17.75	       1	1	S	
09:33	   17.75	       7	6	B	
09:33	   17.76	       4	1	S	
09:33	   17.76	      17	2	S	
09:34	   17.76	      18	7	S	
09:34	   17.79	      30	4	B	
09:34	   17.74	      11	8	S	
09:34	   17.75	      11	7	B	
09:34	   17.75	      15	8	S	
09:34	   17.75	       6	2	S	
09:34	   17.75	      25	4	B	
09:34	   17.75	      15	5	B	
09:34	   17.72	       2	1	S	
09:34	   17.75	       1	1	B	
09:34	   17.76	       2	1	B	
09:34	   17.78	      13	5	B	
09:34	   17.78	       2	1	S	
09:35	   17.78	      27	10	S	
09:35	   17.75	      12	2	S	
09:35	   17.73	      14	3	S	
09:35	   17.73	      12	6	B	
09:35	   17.73	       8	1	S	
09:35	   17.73	       8	3	B	
09:35	   17.77	      14	7	B	
09:35	   17.77	      28	8	B	
09:35	   17.77	       6	4	S	
09:35	   17.79	      35	9	B	
09:35	   17.78	      10	5	B	
09:35	   17.79	      22	4	B	
09:35	   17.78	       6	2	B	
09:35	   17.78	      37	2	S	
09:36	   17.78	       8	3	B	
09:36	   17.79	       6	2	B	
09:36	   17.80	       8	1	B	
09:36	   17.80	       5	2	B	
09:36	   17.83	       4	3	B	
09:36	   17.82	      52	8	B	
09:36	   17.82	      12	4	B	
09:36	   17.83	       7	1	B	
09:36	   17.83	       5	2	B	
09:36	   17.83	       5	1	B	
09:37	   17.80	       4	2	S	
09:37	   17.80	     102	8	S	
09:37	   17.80	      44	5	S	
09:37	   17.83	      20	3	B	
09:37	   17.76	      46	2	S	
09:37	   17.82	      12	2	B	
09:37	   17.82	       2	1	B	
09:37	   17.78	       2	1	B	
09:38	   17.81	       2	1	B	
09:38	   17.76	       2	1	S	
09:38	   17.76	       8	1	S	
09:38	   17.76	       8	4	S	
09:38	   17.76	       3	3	S	
09:38	   17.76	       9	5	B	
09:38	   17.76	       5	1	S	
09:39	   17.76	       2	1	S	
09:39	   17.79	      28	9	B	
09:39	   17.81	      21	10	B	
09:39	   17.80	      23	11	S	
09:39	   17.80	       2	1	B	
09:39	   17.81	       6	2	B	
09:39	   17.82	       2	1	B	
09:39	   17.82	      29	8	B	
09:39	   17.81	      17	7	S	
09:39	   17.81	       7	3	B	
09:39	   17.81	      26	4	B	
09:40	   17.81	       4	5	S	
09:40	   17.81	      16	9	B	
09:40	   17.80	      11	5	S	
09:40	   17.77	      15	4	S	
09:40	   17.76	      70	5	S	
09:40	   17.76	      12	3	S	
09:40	   17.77	       3	1	
09:40	   17.77	      37	3	S	
09:40	   17.76	      14	4	S	
09:40	   17.81	      40	7	B	
09:40	   17.76	       2	2	S	
09:40	   17.76	       6	5	S	
09:41	   17.76	       4	1	S	
09:41	   17.76	       4	1	S	
09:41	   17.76	       4	1	S	
09:41	   17.76	       3	1	S	
09:41	   17.76	       2	1	S	
09:41	   17.76	       3	2	S	
09:41	   17.76	       0	1	S	
09:42	   17.77	       2	1	B	
09:42	   17.76	      11	3	S	
09:42	   17.76	       7	3	S	
09:42	   17.75	      16	2	S	
09:42	   17.75	       7	3	S	
09:42	   17.75	      47	6	S	
09:42	   17.74	       7	2	S	
09:42	   17.74	       2	1	S	
09:42	   17.75	       5	3	B	
09:42	   17.75	       5	1	B	
09:43	   17.76	       3	2	B	
09:43	   17.76	       4	3	B	
09:43	   17.77	      33	13	B	
09:43	   17.78	       4	1	B	
09:44	   17.77	       7	5	S	
09:44	   17.76	       3	3	S	
09:44	   17.76	       1	1	S	
09:44	   17.76	      19	4	B	
09:44	   17.75	       6	2	B	
09:44	   17.74	       1	1	S	
09:44	   17.75	       8	3	B	
09:44	   17.75	      10	4	B	
09:45	   17.72	       7	1	S	
09:45	   17.75	       7	1	B	
09:45	   17.73	       2	1	S	
09:45	   17.72	       4	2	S	
09:45	   17.72	      12	3	S	
09:45	   17.71	       4	1	S	
09:45	   17.71	       6	2	S	
09:45	   17.72	       7	1	B	
09:45	   17.71	      60	3	S	
09:45	   17.73	       4	3	B	
09:45	   17.71	       7	1	B	
09:45	   17.71	       4	2	B	
09:46	   17.71	      15	5	B	
09:46	   17.71	       3	1	S	
09:46	   17.72	      11	2	B	
09:46	   17.72	       6	4	B	
09:46	   17.72	      10	2	B	
09:46	   17.72	       3	1	S	
09:46	   17.75	       2	2	B	
09:47	   17.74	       5	2	B	
09:47	   17.72	      15	6	S	
09:47	   17.69	      13	5	S	
09:47	   17.73	      13	4	B	
09:47	   17.72	       4	1	B	
09:47	   17.73	       4	2	B	
09:47	   17.74	      28	11	B	
09:48	   17.74	      11	2	B	
09:48	   17.74	       7	4	B	
09:48	   17.76	       2	2	B	
09:48	   17.76	       2	1	B	
09:48	   17.78	       5	3	B	
09:48	   17.74	       9	4	S	
09:48	   17.74	       4	2	S	
09:48	   17.74	       4	4	B	
09:48	   17.78	       2	1	B	
09:49	   17.74	      11	7	S	
09:49	   17.75	      18	7	B	
09:49	   17.75	      15	2	S	
09:49	   17.75	      35	9	B	
09:49	   17.77	       4	1	S	
09:50	   17.80	      51	19	B	
09:50	   17.81	       3	1	B	
09:50	   17.81	     101	8	B	
09:50	   17.80	      54	17	S	
09:50	   17.79	      10	4	S	
09:50	   17.78	       5	2	B	
09:50	   17.78	       3	3	B	
09:50	   17.78	       9	4	S	
09:50	   17.78	       4	1	B	
09:51	   17.78	      10	2	B	
09:51	   17.77	      14	4	
09:51	   17.76	       8	3	S	
09:51	   17.77	       6	1	B	
09:51	   17.78	       4	1	B	
09:51	   17.78	       3	2	B	
09:51	   17.79	       2	1	B	
09:52	   17.80	       8	1	B	
09:52	   17.80	       6	3	S	
09:52	   17.79	       2	1	S	
09:52	   17.81	      17	6	B	
09:52	   17.81	       2	1	S	
09:52	   17.81	       1	1	S	
09:52	   17.81	       4	1	B	
09:53	   17.79	       1	1	S	
09:53	   17.78	      11	2	S	
09:53	   17.77	      13	3	S	
09:53	   17.77	      14	4	B	
09:53	   17.81	     100	10	B	
09:54	   17.76	      19	9	S	
09:54	   17.76	       9	3	S	
09:54	   17.76	       2	2	S	
09:54	   17.77	       5	4	B	
09:54	   17.75	       5	1	S	
09:54	   17.76	      14	2	B	
09:54	   17.77	      18	3	B	
09:55	   17.78	       3	1	B	
09:55	   17.78	       1	1	B	
09:55	   17.78	      23	3	S	
09:55	   17.79	       9	1	B	
09:56	   17.80	       7	3	B	
09:56	   17.80	      17	5	B	
09:56	   17.83	       4	1	B	
09:56	   17.83	      36	7	B	
09:56	   17.79	     180	23	S	
09:56	   17.83	       7	3	B	
09:56	   17.80	       3	1	S	
09:57	   17.83	       6	3	B	
09:57	   17.83	       2	1	B	
09:57	   17.83	      15	11	B	
09:57	   17.83	      12	2	B	
09:57	   17.82	       2	1	B	
09:57	   17.87	     139	10	B	
09:57	   17.86	      68	5	
09:57	   17.85	      51	5	S	
09:57	   17.85	      80	9	S	
09:57	   17.86	      27	6	
09:57	   17.85	      23	1	S	
09:58	   17.83	       3	2	B	
09:58	   17.83	       3	1	B	
09:58	   17.83	      83	4	B	
09:58	   17.83	       7	4	B	
09:59	   17.83	       7	1	S	
09:59	   17.80	       3	2	S	
09:59	   17.80	       2	1	S	
09:59	   17.80	       7	1	S	
09:59	   17.82	       9	5	B	
09:59	   17.81	       4	2	
09:59	   17.80	       7	1	S	
09:59	   17.80	       3	1	S	
09:59	   17.81	       2	1	B	
10:00	   17.79	      30	4	S	
10:00	   17.79	       2	1	S	
10:00	   17.79	       3	1	S	
10:00	   17.79	      21	6	S	
10:00	   17.79	       7	3	S	
10:00	   17.79	       2	1	S	
10:00	   17.78	      10	2	S	
10:00	   17.78	       2	1	B	
10:00	   17.78	       5	2	S	
10:00	   17.79	      18	3	B	
10:00	   17.80	      14	2	B	
10:00	   17.83	      15	6	B	
10:00	   17.83	       9	4	B	
10:00	   17.83	      10	4	B	
10:01	   17.85	      20	7	B	
10:01	   17.85	       3	1	B	
10:01	   17.85	      18	8	B	
10:01	   17.86	      40	15	B	
10:01	   17.85	       2	2	B	
10:01	   17.85	       4	3	B	
10:01	   17.85	       9	4	B	
10:01	   17.85	      22	4	S	
10:01	   17.85	      19	2	B	
10:01	   17.87	      13	3	B	
10:01	   17.85	       5	3	S	
10:01	   17.88	      20	3	B	
10:01	   17.88	       3	2	B	
10:02	   17.89	      43	6	B	
10:02	   17.89	      17	2	B	
10:02	   17.90	       3	2	B	
10:02	   17.90	      25	5	B	
10:02	   17.89	       4	2	S	
10:02	   17.90	     140	3	B	
10:02	   17.91	       6	1	B	
10:02	   17.91	       2	2	B	
10:02	   17.91	       5	1	B	
10:02	   17.90	      17	3	S	
10:02	   17.90	       2	1	S	
10:03	   17.91	      13	2	B	
10:03	   17.94	       8	3	B	
10:03	   17.90	       5	3	S	
10:03	   17.90	       2	1	S	
10:03	   17.94	      20	6	B	
10:03	   17.90	      53	15	S	
10:03	   17.93	      57	14	B	
10:03	   17.93	      38	13	S	
10:04	   17.90	       2	1	S	
10:04	   17.91	       7	4	B	
10:04	   17.92	      12	2	B	
10:04	   17.92	       1	1	S	
10:04	   17.92	      22	4	B	
10:05	   17.91	       4	1	B	
10:05	   17.89	       2	1	S	
10:05	   17.89	      16	2	S	
10:05	   17.89	       2	1	B	
10:05	   17.89	       1	1	B	
10:05	   17.91	      36	10	B	
10:05	   17.92	       6	4	B	
10:05	   17.91	      21	6	S	
10:05	   17.91	       2	1	B	
10:05	   17.91	      21	8	B	
10:05	   17.91	       6	3	B	
10:05	   17.92	       9	5	B	
10:06	   17.93	      10	5	B	
10:06	   17.92	       4	2	
10:06	   17.92	      40	8	B	
10:06	   17.94	      24	11	B	
10:06	   17.94	       4	2	B	
10:06	   17.95	       4	1	B	
10:06	   17.94	       6	3	S	
10:06	   17.94	      14	4	B	
10:06	   17.93	       3	1	B	
10:06	   17.93	       3	1	B	
10:07	   17.93	       1	1	S	
10:07	   17.91	      10	1	S	
10:07	   17.93	      29	5	B	
10:07	   17.90	       6	3	S	
10:07	   17.92	       3	2	B	
10:07	   17.92	       6	3	S	
10:07	   17.92	       5	2	B	
10:08	   17.92	      13	1	B	
10:08	   17.92	      13	2	B	
10:08	   17.90	      22	3	S	
10:08	   17.90	       4	2	B	
10:08	   17.88	       2	1	S	
10:09	   17.88	       4	2	S	
10:09	   17.88	      10	1	S	
10:09	   17.87	      15	2	S	
10:09	   17.87	       7	3	B	
10:09	   17.88	       4	1	B	
10:09	   17.87	       3	1	S	
10:10	   17.88	       4	1	B	
10:10	   17.88	       2	1	B	
10:10	   17.88	       4	1	B	
10:10	   17.90	      11	5	B	
10:10	   17.90	       4	1	B	
10:10	   17.90	       5	1	B	
10:11	   17.89	       5	3	S	
10:11	   17.89	       8	2	S	
10:11	   17.90	       4	1	B	
10:11	   17.89	       5	2	S	
10:11	   17.87	      16	4	S	
10:12	   17.87	       4	2	S	
10:12	   17.87	       3	3	B	
10:12	   17.86	       4	1	S	
10:12	   17.86	      25	6	S	
10:12	   17.85	      12	4	S	
10:12	   17.85	       4	3	S	
10:12	   17.86	       6	4	B	
10:12	   17.86	      12	7	B	
10:12	   17.86	       5	2	B	
10:12	   17.86	       6	2	B	
10:13	   17.85	       4	1	B	
10:13	   17.83	      10	5	S	
10:14	   17.84	       4	2	S	
10:15	   17.85	      10	3	B	
10:15	   17.86	      19	9	B	
10:15	   17.86	       4	2	B	
10:16	   17.86	       7	5	B	
10:16	   17.87	       2	1	B	
10:16	   17.87	       3	1	B	
