                  20220211 凯因科技 (688687)
 时间	    价格	    成交	笔数	
09:30	   21.62	      16	8	B	
09:30	   21.62	      11	8	B	
09:30	   21.63	      19	2	S	
09:30	   21.65	       2	1	B	
09:30	   21.65	      16	12	B	
09:30	   21.63	       8	4	B	
09:30	   21.65	       2	1	B	
09:30	   21.65	       4	2	B	
09:31	   21.60	       5	1	S	
09:31	   21.60	       2	1	B	
09:31	   21.58	       9	2	S	
09:31	   21.58	      13	2	S	
09:31	   21.58	       2	1	B	
09:31	   21.58	       4	3	S	
09:31	   21.58	       1	1	B	
09:31	   21.58	       2	2	S	
09:31	   21.60	       2	1	B	
09:32	   21.60	       6	4	B	
09:32	   21.59	       2	1	B	
09:32	   21.56	       4	2	S	
09:32	   21.56	       2	1	S	
09:32	   21.55	       2	2	S	
09:32	   21.55	       8	2	S	
09:32	   21.55	       6	1	S	
09:32	   21.53	       6	3	
09:32	   21.51	      20	8	S	
09:32	   21.51	       8	5	B	
09:33	   21.51	      22	7	B	
09:33	   21.44	      18	9	
09:33	   21.44	      12	4	B	
09:33	   21.44	       7	5	S	
09:33	   21.43	       5	3	S	
09:33	   21.51	       9	3	B	
09:33	   21.42	      17	4	S	
09:33	   21.42	       9	4	S	
09:33	   21.41	      16	3	S	
09:33	   21.42	     107	8	B	
09:34	   21.41	       5	1	S	
09:34	   21.42	      15	2	B	
09:34	   21.42	       2	1	S	
09:34	   21.42	       2	1	S	
09:34	   21.43	       2	1	S	
09:34	   21.43	       9	4	S	
09:34	   21.43	       2	2	S	
09:34	   21.43	       4	3	S	
09:34	   21.44	      79	6	B	
09:35	   21.45	       9	8	B	
09:35	   21.45	      17	11	S	
09:35	   21.49	      15	4	B	
09:35	   21.49	       2	1	B	
09:35	   21.46	      13	6	S	
09:35	   21.46	      18	4	B	
09:35	   21.46	       2	1	B	
09:35	   21.45	       2	1	S	
09:35	   21.49	       1	1	B	
09:36	   21.50	       5	2	B	
09:36	   21.50	       4	1	B	
09:36	   21.50	      12	1	B	
09:36	   21.49	       4	2	S	
09:36	   21.49	       4	1	S	
09:36	   21.50	       6	3	B	
09:36	   21.49	      40	2	S	
09:36	   21.49	       5	2	S	
09:36	   21.49	       4	1	S	
09:36	   21.49	       1	1	S	
09:37	   21.49	       1	1	B	
09:37	   21.50	       2	1	S	
09:37	   21.51	       8	4	B	
09:37	   21.51	      12	4	B	
09:37	   21.51	      24	4	B	
09:38	   21.50	      25	7	S	
09:38	   21.50	       2	1	S	
09:38	   21.49	       4	2	S	
09:38	   21.50	      10	1	B	
09:38	   21.49	       3	2	S	
09:38	   21.50	      10	1	B	
09:39	   21.50	       2	1	S	
09:39	   21.50	       2	1	S	
09:39	   21.50	       1	1	S	
09:40	   21.48	      21	9	S	
09:40	   21.46	      17	3	S	
09:40	   21.46	       2	1	S	
09:40	   21.46	       1	1	S	
09:40	   21.44	      88	10	S	
09:40	   21.44	       2	1	S	
09:41	   21.44	      20	2	S	
09:41	   21.44	      25	5	S	
09:41	   21.44	      12	3	S	
09:41	   21.44	     108	21	S	
09:41	   21.44	     146	30	S	
09:41	   21.43	      20	4	S	
09:41	   21.43	       9	4	S	
09:41	   21.42	       4	2	S	
09:41	   21.42	       2	1	S	
09:41	   21.41	      53	2	S	
09:41	   21.41	       5	2	B	
09:42	   21.40	       2	1	S	
09:42	   21.40	       6	3	S	
09:42	   21.40	      15	6	S	
09:42	   21.39	      26	5	S	
09:42	   21.38	       8	4	S	
09:42	   21.38	       3	1	S	
09:42	   21.38	      19	3	S	
09:42	   21.39	       7	4	B	
09:42	   21.38	       2	1	S	
09:42	   21.36	      50	2	S	
09:42	   21.36	      60	2	S	
09:43	   21.35	      12	8	S	
09:43	   21.34	      12	3	S	
09:43	   21.34	       4	2	S	
09:43	   21.35	       7	3	B	
09:43	   21.34	       4	2	S	
09:43	   21.35	       4	2	B	
09:43	   21.35	      29	5	B	
09:43	   21.36	      36	5	B	
09:43	   21.36	       4	2	B	
09:43	   21.34	     118	10	S	
09:43	   21.33	      12	3	S	
09:44	   21.34	       3	1	B	
09:44	   21.32	      90	7	S	
09:44	   21.31	      12	3	S	
09:44	   21.31	      12	4	S	
09:44	   21.32	      53	12	B	
09:44	   21.30	       4	2	S	
09:44	   21.29	     115	14	S	
09:44	   21.29	       6	2	S	
09:44	   21.29	       2	1	S	
09:44	   21.29	      22	3	S	
09:45	   21.29	       2	1	B	
09:45	   21.27	      50	3	S	
09:45	   21.29	       5	2	B	
09:45	   21.29	       7	1	B	
09:45	   21.29	       5	1	B	
09:45	   21.26	      27	5	S	
09:45	   21.26	      48	2	S	
09:45	   21.25	       8	5	S	
09:46	   21.24	      20	3	S	
09:46	   21.25	       8	3	B	
09:46	   21.25	       2	1	S	
09:46	   21.24	       2	1	S	
09:46	   21.25	      10	1	B	
09:46	   21.24	       2	1	S	
09:46	   21.25	      30	3	B	
09:46	   21.24	      10	3	S	
09:46	   21.25	      10	1	B	
09:46	   21.26	      42	5	B	
09:46	   21.27	       4	2	B	
09:46	   21.20	     100	14	S	
09:46	   21.27	       5	1	B	
09:47	   21.25	      12	3	S	
09:47	   21.25	       2	1	S	
09:47	   21.20	      47	7	S	
09:47	   21.24	      10	2	B	
09:47	   21.21	       5	3	S	
09:47	   21.20	       6	3	S	
09:47	   21.18	     349	18	S	
09:47	   21.18	      19	4	S	
09:48	   21.21	       3	2	S	
09:48	   21.22	       7	3	B	
09:48	   21.21	       2	1	S	
09:48	   21.19	       2	1	S	
09:48	   21.19	      59	9	S	
09:48	   21.21	      39	7	B	
09:48	   21.18	      58	4	S	
09:48	   21.19	       2	1	B	
09:48	   21.19	      10	1	B	
09:48	   21.19	      20	1	B	
09:48	   21.19	      11	2	B	
09:48	   21.19	       7	2	B	
09:48	   21.18	      14	2	S	
09:48	   21.19	      10	4	B	
09:49	   21.21	      68	11	B	
09:49	   21.19	     118	3	S	
09:49	   21.21	       8	2	B	
09:49	   21.21	       5	1	B	
09:49	   21.19	      10	1	S	
09:49	   21.21	      16	1	B	
09:49	   21.21	      10	1	B	
09:49	   21.21	      17	3	B	
09:50	   21.21	      10	2	B	
09:50	   21.20	      28	2	S	
09:50	   21.19	     396	19	S	
09:50	   21.17	      90	30	S	
09:50	   21.15	      96	22	S	
09:50	   21.14	      10	5	S	
09:50	   21.11	      16	7	S	
09:50	   21.12	      10	4	
09:50	   21.11	       2	1	S	
09:50	   21.11	       2	1	S	
09:50	   21.10	      22	7	S	
09:50	   21.09	      24	4	S	
09:50	   21.09	      22	2	B	
09:50	   21.09	       2	1	B	
09:50	   21.08	       7	2	S	
09:50	   21.07	      12	2	S	
09:50	   21.07	       2	1	B	
09:51	   21.06	       7	3	S	
09:51	   21.08	      34	5	B	
09:51	   21.08	      22	5	B	
09:51	   21.08	      14	2	B	
09:51	   21.02	      97	15	S	
09:51	   21.01	     100	17	S	
09:51	   21.01	       5	2	S	
09:51	   21.01	     350	11	S	
09:51	   21.06	       5	1	B	
09:51	   21.01	      97	7	S	
09:51	   21.01	      10	1	B	
09:51	   21.00	      24	7	S	
09:51	   21.01	       4	2	B	
09:51	   21.01	      19	2	S	
09:51	   21.04	      12	1	B	
09:52	   21.03	       4	1	S	
09:52	   21.03	      10	1	B	
09:52	   21.03	      20	1	B	
09:52	   21.02	      30	5	S	
09:52	   21.00	     109	25	S	
09:52	   21.00	      32	14	S	
09:52	   21.00	      38	12	S	
09:52	   20.99	       5	1	B	
09:52	   20.99	       5	3	B	
09:52	   20.95	      11	2	S	
09:52	   20.96	       5	1	B	
09:52	   20.96	       2	1	B	
09:53	   20.96	      10	1	B	
09:53	   20.96	       3	3	B	
09:53	   20.96	      45	7	S	
09:53	   20.98	      19	2	B	
09:53	   20.98	      10	1	B	
09:53	   20.96	       4	1	S	
09:53	   20.98	      11	5	B	
09:53	   20.98	       0	1	B	
09:53	   20.96	      67	9	S	
09:53	   20.98	       2	1	S	
09:53	   20.99	       3	2	B	
09:53	   20.99	     124	5	S	
09:53	   21.00	      52	3	B	
09:54	   21.00	      12	2	B	
09:54	   21.00	      85	6	B	
09:54	   21.01	       3	3	S	
09:54	   21.01	       9	2	S	
09:54	   21.02	      20	2	B	
09:54	   21.00	      54	18	S	
09:54	   21.01	      13	5	B	
09:54	   21.00	      27	10	S	
09:54	   21.00	      21	7	S	
09:54	   21.00	      30	8	S	
09:54	   21.00	       2	1	S	
09:54	   21.00	       9	2	S	
09:54	   21.02	      32	3	B	
09:54	   21.02	       2	2	B	
09:54	   21.02	      18	5	B	
09:55	   21.02	     268	4	B	
09:55	   21.02	       6	2	B	
09:55	   21.01	       4	1	B	
09:55	   21.02	      10	2	B	
09:55	   21.02	       2	1	B	
09:55	   21.02	       6	1	B	
09:55	   21.03	       2	1	B	
09:55	   21.03	       2	1	B	
09:55	   21.04	      11	1	B	
09:56	   21.07	      20	2	B	
09:56	   21.08	      10	2	B	
09:56	   21.08	      60	2	B	
09:56	   21.11	       5	2	B	
09:56	   21.11	       1	1	B	
09:56	   21.11	      26	4	S	
09:56	   21.11	      27	4	S	
09:56	   21.12	      20	1	S	
09:56	   21.11	       4	3	S	
09:57	   21.11	       4	2	S	
09:57	   21.11	       6	2	S	
09:57	   21.12	       4	2	B	
09:57	   21.14	      53	11	B	
09:57	   21.14	       8	4	S	
09:57	   21.14	       2	1	S	
09:58	   21.14	      12	1	S	
09:58	   21.14	       2	1	B	
09:58	   21.14	      34	3	S	
09:58	   21.14	       4	1	S	
09:58	   21.13	       6	2	B	
09:58	   21.15	       4	2	S	
09:58	   21.15	       2	1	B	
09:58	   21.14	       2	1	B	
09:59	   21.11	       2	1	S	
09:59	   21.10	      14	3	S	
09:59	   21.11	       2	1	S	
09:59	   21.13	       3	1	B	
10:00	   21.11	      33	5	S	
10:00	   21.13	       2	2	B	
10:00	   21.09	      25	5	S	
10:00	   21.10	       2	1	B	
10:00	   21.10	       4	2	S	
10:01	   21.10	       2	2	S	
10:01	   21.15	      60	19	B	
10:01	   21.11	       2	1	B	
10:01	   21.10	       6	4	S	
10:01	   21.10	       2	1	S	
10:01	   21.11	       2	1	B	
10:01	   21.10	      34	2	S	
10:01	   21.10	      24	3	S	
10:02	   21.09	      17	3	S	
10:02	   21.11	      12	3	B	
10:02	   21.10	       4	2	B	
10:02	   21.14	     148	15	B	
10:02	   21.14	      26	5	S	
10:02	   21.14	       3	1	S	
10:03	   21.14	       4	2	S	
10:03	   21.14	      14	4	S	
10:03	   21.14	      20	9	S	
10:03	   21.14	       4	2	S	
10:03	   21.13	      24	11	B	
10:03	   21.13	       2	1	S	
10:04	   21.13	      11	5	S	
10:04	   21.14	      16	5	B	
10:04	   21.16	      68	5	B	
10:05	   21.15	      14	2	S	
10:05	   21.20	      50	7	B	
10:05	   21.14	       5	2	S	
10:05	   21.19	      25	3	B	
10:05	   21.19	      22	1	S	
10:05	   21.19	       3	2	S	
10:06	   21.14	       7	3	S	
10:06	   21.14	       2	1	S	
10:06	   21.16	       9	2	B	
10:07	   21.15	       8	3	S	
10:07	   21.16	       3	1	B	
10:08	   21.15	      14	3	S	
10:08	   21.15	       9	3	S	
10:08	   21.15	       7	1	S	
10:08	   21.15	       5	1	B	
10:08	   21.14	      34	1	S	
10:08	   21.13	       1	1	S	
10:09	   21.10	      10	2	S	
10:09	   21.11	      30	1	S	
10:09	   21.11	       5	2	S	
10:09	   21.11	       1	1	B	
10:09	   21.10	       3	2	S	
10:09	   21.10	       8	2	S	
10:09	   21.09	      19	3	S	
10:10	   21.09	       2	1	S	
10:10	   21.14	       3	1	B	
10:11	   21.11	       2	1	S	
10:12	   21.09	      36	3	S	
10:12	   21.13	       2	1	B	
10:12	   21.13	       2	2	S	
10:13	   21.09	       9	4	S	
10:14	   21.09	       2	1	S	
10:14	   21.07	      53	15	S	
10:14	   21.07	       8	3	S	
10:14	   21.07	      10	4	S	
10:14	   21.07	       8	4	S	
10:14	   21.07	       2	1	S	
10:14	   21.07	      31	2	S	
10:16	   21.02	     100	13	S	
10:16	   21.05	       8	4	B	
10:16	   21.05	      17	3	B	
10:16	   21.02	      25	2	S	
10:16	   21.02	      50	1	S	
10:16	   21.06	      10	3	B	
10:16	   21.05	       4	2	B	
10:17	   21.02	      64	8	S	
10:17	   21.03	      25	11	B	
10:17	   21.01	       4	2	S	
10:17	   21.00	     150	12	S	
10:17	   21.02	       4	3	S	
10:17	   21.00	      28	3	S	
10:17	   20.99	       4	2	S	
10:17	   21.00	       0	1	S	
10:18	   21.00	       4	1	S	
10:18	   21.02	       2	1	B	
10:19	   21.01	       5	1	S	
10:19	   21.03	       2	1	B	
10:19	   21.00	     107	8	S	
10:19	   21.00	       2	1	S	
10:19	   21.00	      73	6	S	
10:19	   20.99	       4	3	S	
10:19	   21.00	       2	1	
10:19	   21.00	       3	1	S	
10:19	   20.99	      22	1	S	
10:20	   20.99	      12	2	B	
10:20	   20.98	       2	1	S	
10:20	   20.98	       3	3	S	
10:20	   20.96	       8	7	S	
10:20	   20.99	      45	4	B	
10:20	   20.99	       4	1	B	
10:20	   20.96	      76	4	S	
10:20	   20.96	      20	2	B	
10:20	   20.96	      19	2	B	
10:20	   20.95	     102	7	S	
10:21	   20.98	       7	1	B	
10:21	   20.97	       2	1	S	
10:21	   20.98	       5	1	B	
10:21	   20.98	       3	1	B	
10:21	   20.99	      15	2	B	
10:21	   20.99	      20	2	B	
10:21	   20.99	      23	3	B	
10:21	   21.00	      14	1	B	
10:21	   21.00	       2	1	B	
10:21	   21.00	     289	26	B	
10:21	   21.03	       3	1	B	
10:21	   21.03	       4	1	B	
10:22	   21.03	       1	1	B	
10:22	   21.03	      49	1	S	
10:22	   21.03	      19	1	B	
10:22	   21.03	       3	1	B	
10:22	   21.00	     200	2	S	
10:22	   21.01	       6	3	B	
10:22	   21.01	      10	2	S	
10:22	   21.01	       2	1	S	
10:23	   21.01	       4	2	S	
10:23	   21.01	       2	1	S	
10:23	   21.01	       4	2	S	
10:23	   21.02	      10	1	B	
10:23	   21.01	       4	2	S	
10:23	   21.01	       2	1	S	
10:24	   21.00	     106	6	S	
10:24	   21.02	      19	2	B	
10:24	   21.00	       4	2	S	
10:24	   21.02	      10	1	B	
10:25	   21.00	     100	1	S	
10:25	   21.00	      53	9	S	
10:25	   20.98	       7	2	S	
10:25	   20.95	       2	1	S	
10:25	   20.95	       5	3	S	
10:25	   20.95	       4	3	S	
10:25	   20.97	      42	3	B	
10:25	   20.99	       6	1	B	
10:26	   21.00	       2	1	B	
10:26	   21.00	       2	1	B	
10:26	   21.03	      87	3	B	
10:27	   21.09	     159	4	B	
10:27	   21.11	       2	1	B	
10:27	   21.10	       2	1	S	
10:28	   21.09	       4	1	S	
10:28	   21.09	       5	1	S	
10:28	   21.11	       2	1	B	
10:28	   21.09	       5	1	S	
10:29	   21.09	       2	1	S	
10:29	   21.09	      26	2	S	
10:29	   21.03	       2	1	S	
10:29	   21.06	      10	4	B	
10:29	   21.06	       4	1	B	
10:29	   21.06	       4	1	B	
10:30	   20.98	     237	12	S	
10:30	   20.98	      13	4	S	
10:30	   20.98	      12	1	S	
10:30	   20.97	       2	1	S	
10:31	   20.96	      26	5	S	
10:31	   20.96	      18	5	S	
10:31	   20.96	      32	8	
10:31	   20.96	      33	8	S	
10:31	   21.00	     115	2	B	
10:31	   21.01	      27	5	S	
10:31	   21.01	       4	1	B	
10:32	   21.01	      48	5	B	
10:32	   21.01	      21	1	B	
