                  20210812 凯因科技 (688687)
 时间	    价格	    成交	笔数	
09:30	   28.28	       2	1	S	
09:30	   28.30	       6	1	S	
09:30	   28.28	       2	2	S	
09:30	   28.43	      12	2	B	
09:30	   28.43	       3	2	S	
09:30	   28.36	       4	2	S	
09:30	   28.36	       2	2	S	
09:31	   28.34	      17	2	B	
09:31	   28.34	       4	2	S	
09:32	   28.28	       1	1	S	
09:32	   28.20	       2	1	S	
09:32	   28.28	       5	3	B	
09:32	   28.28	       5	2	S	
09:32	   28.30	      14	5	B	
09:32	   28.30	       3	1	B	
09:32	   28.36	      41	4	B	
09:33	   28.30	       6	3	S	
09:33	   28.30	      10	3	S	
09:33	   28.29	       2	1	B	
09:33	   28.29	       2	1	B	
09:33	   28.28	       1	1	S	
09:34	   28.28	      27	3	B	
09:34	   28.29	       6	1	B	
09:34	   28.35	      30	3	B	
09:35	   28.35	      38	2	S	
09:35	   28.35	      17	1	B	
09:35	   28.35	       2	1	B	
09:35	   28.31	      10	5	S	
09:35	   28.35	       4	2	B	
09:35	   28.31	       8	1	B	
09:36	   28.30	      16	2	S	
09:36	   28.29	      16	2	S	
09:36	   28.14	      72	11	S	
09:36	   28.14	      28	2	B	
09:37	   28.16	      47	3	S	
09:37	   28.23	      20	2	S	
09:37	   28.29	      29	6	B	
09:37	   28.29	       0	1	B	
09:37	   28.30	       4	1	B	
09:38	   28.30	       4	1	B	
09:38	   28.29	      30	11	S	
09:38	   28.29	       5	2	S	
09:38	   28.29	      13	1	B	
09:38	   28.29	      19	4	S	
09:38	   28.30	       4	2	B	
09:39	   28.30	       8	1	B	
09:39	   28.27	       8	4	S	
09:39	   28.27	       5	2	B	
09:39	   28.25	       3	2	S	
09:40	   28.25	       8	4	S	
09:40	   28.20	      12	7	S	
09:41	   28.20	       6	2	S	
09:41	   28.20	       4	2	B	
09:41	   28.20	      57	5	B	
09:41	   28.20	      29	5	B	
09:41	   28.21	       7	4	B	
09:41	   28.18	      31	5	S	
09:43	   28.20	       2	1	S	
09:43	   28.20	      18	5	B	
09:43	   28.20	       9	3	B	
09:43	   28.28	      17	3	B	
09:43	   28.30	      39	6	B	
09:43	   28.33	      16	6	B	
09:43	   28.36	      99	11	B	
09:43	   28.36	      14	3	B	
09:43	   28.42	       6	2	B	
09:43	   28.42	      12	4	S	
09:44	   28.42	      12	3	B	
09:44	   28.42	       3	1	B	
09:44	   28.38	       3	1	S	
09:44	   28.41	       5	2	B	
09:44	   28.41	       2	1	S	
09:44	   28.42	      16	5	B	
09:44	   28.42	      28	1	B	
09:45	   28.42	       2	1	B	
09:45	   28.41	       3	2	S	
09:45	   28.41	       1	1	B	
09:45	   28.40	      15	2	S	
09:45	   28.42	      47	12	B	
09:45	   28.44	      50	6	B	
09:45	   28.44	      16	4	S	
09:45	   28.45	      41	13	S	
09:45	   28.45	       2	2	S	
09:45	   28.45	       5	1	B	
09:45	   28.45	      20	5	B	
09:46	   28.45	       5	3	B	
09:46	   28.48	       2	1	B	
09:46	   28.48	       4	1	B	
09:46	   28.48	       3	2	B	
09:46	   28.49	      14	6	B	
09:46	   28.49	       4	1	B	
09:46	   28.53	      12	4	B	
09:46	   28.48	      30	12	S	
09:46	   28.51	       5	2	S	
09:46	   28.60	      55	10	B	
09:46	   28.60	      46	1	S	
09:46	   28.60	       1	1	S	
09:47	   28.59	      11	4	B	
09:47	   28.59	       6	2	B	
09:47	   28.50	       4	2	S	
09:47	   28.50	       1	1	S	
09:47	   28.50	       1	2	B	
09:47	   28.50	       1	1	S	
09:47	   28.50	      16	3	S	
09:47	   28.48	       4	2	S	
09:48	   28.54	      69	4	B	
09:48	   28.54	      67	2	S	
09:49	   28.48	       2	1	B	
09:49	   28.50	      20	4	B	
09:49	   28.50	       6	3	S	
09:49	   28.50	       3	1	S	
09:49	   28.36	      19	7	S	
09:49	   28.36	       2	1	S	
09:49	   28.37	      10	1	B	
09:50	   28.37	      11	3	B	
09:50	   28.37	       6	3	B	
09:50	   28.38	       4	2	S	
09:50	   28.51	       3	1	B	
09:51	   28.39	       1	1	S	
09:51	   28.38	       2	2	S	
09:52	   28.39	      22	3	S	
09:52	   28.37	       2	1	S	
09:53	   28.38	      22	4	S	
09:53	   28.38	       4	2	S	
09:53	   28.37	      19	4	S	
09:54	   28.37	       2	2	S	
09:54	   28.36	       2	1	S	
09:54	   28.34	      49	5	S	
09:54	   28.33	      19	5	S	
09:54	   28.34	      17	4	B	
09:54	   28.36	       3	1	B	
09:55	   28.35	      10	2	S	
09:56	   28.41	      74	5	B	
09:56	   28.41	      22	2	S	
09:57	   28.35	      82	3	S	
09:57	   28.35	      18	3	S	
09:57	   28.35	       5	3	S	
09:57	   28.31	       2	1	S	
09:58	   28.30	      15	4	S	
10:00	   28.20	      34	9	S	
10:01	   28.30	       2	1	B	
10:01	   28.29	      10	1	S	
10:01	   28.29	      98	2	S	
10:01	   28.30	       3	2	B	
10:02	   28.30	       5	2	B	
10:02	   28.30	       5	1	B	
10:02	   28.45	     110	5	B	
10:03	   28.30	      50	2	S	
10:03	   28.44	       2	1	B	
10:04	   28.31	       5	2	S	
10:05	   28.34	      28	1	B	
10:09	   28.34	      13	2	B	
10:09	   28.34	       2	1	B	
10:10	   28.34	       2	1	B	
10:10	   28.34	       2	1	B	
10:10	   28.34	       2	2	S	
10:10	   28.32	      10	1	S	
10:10	   28.31	      25	3	S	
10:11	   28.31	      13	2	S	
10:11	   28.34	      15	2	B	
10:11	   28.30	      21	5	S	
10:11	   28.29	      20	1	S	
10:11	   28.25	      62	5	S	
10:12	   28.25	       2	1	B	
10:12	   28.21	      14	5	S	
10:13	   28.21	      10	2	S	
10:13	   28.23	       2	1	S	
10:14	   28.28	      10	1	B	
10:14	   28.25	      15	3	S	
10:14	   28.25	       3	1	S	
10:15	   28.29	      57	3	B	
10:16	   28.28	       0	1	B	
10:17	   28.26	      10	1	S	
10:18	   28.26	       2	1	S	
10:18	   28.26	       6	1	S	
10:18	   28.23	      49	5	S	
10:18	   28.23	       1	1	B	
10:19	   28.28	      15	2	B	
10:19	   28.22	       8	3	S	
10:20	   28.23	       2	1	S	
10:20	   28.23	       6	1	B	
10:20	   28.23	       5	1	B	
10:20	   28.23	       2	1	B	
10:21	   28.23	       3	1	B	
10:21	   28.23	       2	1	B	
10:21	   28.22	       5	1	S	
10:21	   28.23	       0	1	S	
10:22	   28.29	      70	2	B	
10:22	   28.23	       2	1	S	
10:23	   28.24	       2	1	S	
10:24	   28.25	       6	1	S	
10:25	   28.25	       5	1	S	
10:25	   28.24	      30	5	S	
10:26	   28.22	      29	12	S	
10:27	   28.22	      46	4	S	
10:28	   28.27	       2	1	B	
10:31	   28.24	       2	1	S	
10:31	   28.26	       1	1	B	
10:32	   28.26	       1	1	S	
10:33	   28.24	       5	1	S	
10:33	   28.26	       4	1	B	
10:34	   28.26	      17	1	S	
10:34	   28.26	       5	1	B	
10:34	   28.25	       3	1	S	
10:35	   28.28	       2	1	B	
10:35	   28.26	     115	4	S	
10:35	   28.28	      10	2	B	
10:35	   28.28	       2	1	B	
10:36	   28.27	       5	1	B	
10:37	   28.28	       5	1	S	
10:38	   28.27	       5	1	S	
10:39	   28.27	      19	6	S	
10:39	   28.27	      15	1	S	
10:40	   28.27	      15	1	B	
10:41	   28.26	       2	1	S	
10:41	   28.26	       2	1	S	
10:41	   28.27	       2	1	B	
10:41	   28.26	      25	6	S	
10:41	   28.25	       2	1	S	
10:41	   28.25	       2	1	S	
10:42	   28.26	       3	1	B	
10:42	   28.25	       1	1	S	
10:43	   28.25	      20	1	S	
10:43	   28.25	       2	1	S	
10:44	   28.25	       1	1	S	
10:44	   28.25	      14	3	S	
10:44	   28.24	       2	1	S	
10:44	   28.24	      20	2	S	
10:44	   28.24	       1	1	S	
10:45	   28.23	      14	3	S	
10:45	   28.23	       3	2	S	
10:45	   28.22	       7	1	S	
10:45	   28.22	      13	4	S	
10:45	   28.22	       1	1	S	
10:45	   28.21	       2	1	S	
10:45	   28.21	      30	4	S	
10:45	   28.21	       5	1	S	
10:46	   28.20	      82	6	S	
10:46	   28.21	       2	1	B	
10:47	   28.21	       1	1	B	
10:48	   28.21	      52	3	S	
10:50	   28.21	       2	1	S	
10:51	   28.21	       6	4	S	
10:51	   28.21	       4	3	S	
10:51	   28.20	      20	4	S	
10:51	   28.20	       3	1	S	
10:51	   28.20	       8	6	S	
10:51	   28.19	      12	4	S	
10:52	   28.19	       5	2	S	
10:52	   28.19	       2	2	S	
10:52	   28.19	       1	1	S	
10:52	   28.18	       3	2	S	
10:53	   28.18	      19	3	S	
10:53	   28.16	      19	5	S	
10:53	   28.15	      38	5	S	
10:53	   28.15	       2	1	S	
10:53	   28.15	       0	1	S	
10:53	   28.10	      35	3	S	
10:54	   28.08	       5	1	S	
10:54	   28.08	      13	3	S	
10:54	   28.08	       3	1	B	
10:55	   28.08	      10	5	B	
10:55	   28.08	       2	1	B	
10:55	   28.08	      30	1	B	
10:55	   28.06	       2	1	S	
10:55	   28.15	       3	2	B	
10:55	   28.08	       3	2	S	
10:56	   28.09	       2	1	S	
10:57	   28.09	      12	3	S	
10:57	   28.09	       7	1	B	
10:57	   28.09	       5	1	B	
10:57	   28.09	      10	1	B	
10:57	   28.09	       2	1	B	
10:57	   28.08	      10	2	S	
10:58	   28.09	       1	1	B	
10:59	   28.11	       2	1	S	
10:59	   28.11	       3	1	S	
10:59	   28.12	      10	2	B	
10:59	   28.12	       0	1	B	
11:00	   28.13	       2	1	B	
11:00	   28.13	       2	1	B	
11:01	   28.13	      10	2	B	
11:01	   28.13	      17	3	B	
11:02	   28.13	       3	1	S	
11:02	   28.12	       3	1	S	
11:02	   28.12	      10	1	S	
11:03	   28.12	      27	2	S	
11:04	   28.10	      29	4	S	
11:04	   28.10	       3	1	B	
11:04	   28.10	       2	1	B	
11:04	   28.09	       4	2	S	
11:05	   28.09	       2	1	S	
11:05	   28.10	       2	1	B	
11:05	   28.09	      14	3	S	
11:05	   28.09	       4	1	B	
11:05	   28.09	       2	1	B	
11:06	   28.09	       5	1	B	
11:06	   28.09	       2	1	B	
11:06	   28.09	      90	13	B	
11:06	   28.10	     139	11	B	
11:06	   28.12	     129	4	B	
11:06	   28.12	      36	2	B	
11:06	   28.12	      49	1	B	
11:06	   28.12	       0	1	B	
11:06	   28.15	      15	2	B	
11:06	   28.15	      35	1	B	
11:07	   28.21	       2	1	B	
11:07	   28.21	      10	1	B	
11:08	   28.19	       8	2	S	
11:08	   28.19	       2	1	S	
11:08	   28.19	       1	1	S	
11:09	   28.18	       2	1	B	
11:09	   28.21	      20	1	B	
11:13	   28.13	      18	3	S	
11:13	   28.13	       2	1	B	
11:15	   28.13	      10	1	S	
11:15	   28.13	       6	3	B	
11:15	   28.13	       4	2	B	
11:16	   28.13	       2	2	S	
11:16	   28.20	       3	2	B	
11:18	   28.13	       2	2	S	
11:18	   28.13	       2	2	S	
11:18	   28.13	      10	2	S	
11:19	   28.13	       1	1	S	
11:19	   28.11	      14	3	S	
11:20	   28.11	       7	2	S	
11:20	   28.11	       5	1	B	
11:20	   28.11	       2	1	B	
11:21	   28.10	      21	2	S	
11:21	   28.10	       3	1	B	
11:21	   28.10	       2	1	B	
11:21	   28.09	      14	2	S	
11:22	   28.09	       2	1	B	
11:22	   28.09	       2	1	B	
11:22	   28.09	       2	1	B	
11:22	   28.09	       5	1	B	
11:22	   28.10	       3	1	B	
11:22	   28.09	       5	1	S	
11:23	   28.10	       2	1	B	
11:23	   28.09	      79	2	S	
11:23	   28.08	       3	2	S	
11:23	   28.09	       2	1	B	
11:24	   28.09	      35	2	B	
11:24	   28.09	      25	2	B	
11:24	   28.09	       7	2	B	
11:24	   28.08	      27	5	S	
11:24	   28.05	     126	13	S	
11:24	   28.05	      12	2	B	
11:24	   28.08	      10	1	B	
11:26	   28.07	       5	2	S	
11:26	   28.07	      11	2	S	
11:26	   28.07	      12	1	B	
11:26	   28.06	       8	1	S	
