                  20230804 中科美菱 (920992)
 时间	    价格	    成交	笔数	
09:35	    8.94	      18	0	S	
09:37	    8.94	       9	0	B	
09:41	    8.96	       8	0	S	
09:46	    8.96	       2	0	S	
09:50	    8.96	      28	0	B	
09:58	    8.97	     150	0	B	
09:59	    8.98	      24	0	B	
10:04	    9.00	      30	0	B	
10:09	    9.00	       4	0	S	
10:12	    9.01	      12	0	S	
10:12	    9.01	      10	0	B	
10:14	    9.00	      51	0	S	
10:14	    9.00	     137	0	S	
10:16	    8.99	      30	0	S	
10:25	    8.99	       4	0	S	
10:26	    8.99	      15	0	S	
10:37	    8.99	       1	0	S	
10:39	    8.98	      52	0	S	
10:57	    8.97	      50	0	B	
11:01	    8.97	       6	0	S	
11:15	    8.96	      25	0	S	
11:21	    8.96	      55	0	B	
11:23	    8.95	       5	0	S	
13:00	    8.94	      33	0	S	
13:11	    8.93	      31	0	S	
13:12	    8.93	       1	0	S	
13:43	    8.94	      37	0	S	
13:45	    8.94	      20	0	S	
13:55	    8.93	      59	0	S	
13:57	    8.92	      19	0	S	
13:57	    8.92	      10	0	B	
13:58	    8.92	       1	0	B	
14:01	    8.92	       7	0	S	
14:11	    8.92	       3	0	B	
14:29	    8.90	      41	0	S	
14:31	    8.90	      20	0	S	
14:38	    8.91	       1	0	S	
14:39	    8.91	       5	0	B	
14:40	    8.90	      10	0	S	
14:41	    8.89	      44	0	S	
14:42	    8.91	       5	0	B	
14:50	    8.91	      15	0	B	
14:52	    8.89	      31	0	S	
14:52	    8.89	      30	0	B	
14:53	    8.89	       0	0	B	
14:55	    8.89	       5	0	S	
14:56	    8.88	      14	0	S	
#数据来源:通达信
