                  20230713 中科美菱 (920992)
 时间	    价格	    成交	笔数	
09:41	    8.91	       9	0	S	
09:44	    9.00	       2	0	S	
09:47	    9.00	       3	0	S	
09:50	    8.94	       5	0	S	
09:51	    9.00	      40	0	B	
10:36	    8.94	       9	0	S	
10:38	    8.94	       9	0	S	
10:40	    8.93	      58	0	S	
10:49	    8.94	       3	0	S	
11:13	    8.99	       1	0	B	
11:22	    8.96	      30	0	S	
11:29	    8.99	      10	0	B	
13:12	    8.99	       5	0	B	
13:21	    8.98	       1	0	S	
13:22	    8.98	      19	0	S	
13:23	    8.98	      24	0	B	
13:26	    8.98	      22	0	B	
13:32	    8.96	     103	0	S	
13:34	    8.96	       9	0	B	
13:35	    8.96	       0	0	B	
13:37	    8.98	      40	0	B	
13:42	    8.98	      10	0	B	
13:42	    8.98	      34	0	B	
13:52	    9.00	      70	0	B	
13:58	    9.00	       7	0	B	
13:58	    9.00	       5	0	B	
13:58	    9.00	      20	0	B	
14:00	    9.00	       1	0	B	
14:08	    9.00	       9	0	S	
14:08	    8.98	      99	0	S	
14:09	    8.98	       0	0	S	
14:13	    8.98	      10	0	S	
14:28	    8.98	       5	0	B	
14:33	    8.98	       0	0	B	
14:33	    8.98	       4	0	S	
14:37	    8.98	       4	0	S	
14:37	    8.98	     120	0	S	
14:45	    9.00	      10	0	B	
14:48	    9.00	      58	0	B	
14:50	    9.07	     105	0	B	
15:00	    9.00	      10	0	
#数据来源:通达信
