                  20250808 中科美菱 (920992)
 时间	    价格	    成交	笔数	
09:15	   28.98	       0	0	
09:15	   28.98	       0	0	
09:15	   28.98	       0	0	
09:15	   28.98	       0	0	
09:15	   28.98	       0	0	
09:15	   28.98	       0	0	
09:15	   28.98	       0	0	
09:15	   28.98	       0	0	
09:15	   28.98	       0	0	
09:15	   28.98	       0	0	
09:15	   28.98	       0	0	
09:15	   28.98	       0	0	
09:15	   28.98	       0	0	
09:15	   28.98	       0	0	
09:15	   28.98	       0	0	
09:16	   28.98	       0	0	
09:16	   28.98	       0	0	
09:16	   28.98	       0	0	
09:16	   28.98	       0	0	
09:16	   28.98	       0	0	
09:16	   28.98	       0	0	
09:16	   28.98	       0	0	
09:16	   28.98	       0	0	
09:16	   28.98	       0	0	
09:16	   28.98	       0	0	
09:17	   28.98	       0	0	
09:17	   28.98	       0	0	
09:17	   28.98	       0	0	
09:17	   28.98	       0	0	
09:17	   28.98	       0	0	
09:17	   28.98	       0	0	
09:17	   28.98	       0	0	
09:17	   28.98	       0	0	
09:17	   28.98	       0	0	
09:17	   28.98	       0	0	
09:17	   28.98	       0	0	
09:18	   28.98	       0	0	
09:18	   28.98	       0	0	
09:18	   28.98	       0	0	
09:18	   28.98	       0	0	
09:18	   28.98	       0	0	
09:18	   28.98	       0	0	
09:18	   28.98	       0	0	
09:18	   28.98	       0	0	
09:18	   28.98	       0	0	
09:18	   28.98	       0	0	
09:18	   28.98	       0	0	
09:18	   28.98	       0	0	
09:18	   28.98	       0	0	
09:18	   28.98	       0	0	
09:18	   28.98	       0	0	
09:19	   28.98	       0	0	
09:19	   28.98	       0	0	
09:19	   28.97	       0	0	
09:19	   28.97	       0	0	
09:19	   28.97	       0	0	
09:19	   28.91	       0	0	
09:19	   28.91	       0	0	
09:19	   28.91	       0	0	
09:19	   28.91	       0	0	
09:19	   28.91	       0	0	
09:19	   28.16	       0	0	
09:19	   28.00	       0	0	
09:20	   28.00	       0	0	
09:20	   28.00	       0	0	
09:20	   28.00	       0	0	
09:20	   28.00	       0	0	
09:20	   28.00	       0	0	
09:20	   28.00	       0	0	
09:20	   28.00	       0	0	
09:20	   28.00	       0	0	
09:20	   28.00	       0	0	
09:20	   28.00	       0	0	
09:21	   28.00	       0	0	
09:21	   28.00	       0	0	
09:21	   28.00	       0	0	
09:21	   28.00	       0	0	
09:21	   28.00	       0	0	
09:21	   28.00	       0	0	
09:21	   28.00	       0	0	
09:21	   28.00	       0	0	
09:21	   28.00	       0	0	
09:21	   28.00	       0	0	
09:21	   28.00	       0	0	
09:21	   28.00	       0	0	
09:21	   28.00	       0	0	
09:21	   28.00	       0	0	
09:21	   28.00	       0	0	
09:21	   28.00	       0	0	
09:21	   28.00	       0	0	
09:22	   28.00	       0	0	
09:22	   28.00	       0	0	
09:22	   27.50	       0	0	
09:22	   27.50	       0	0	
09:22	   27.50	       0	0	
09:22	   27.50	       0	0	
09:22	   27.50	       0	0	
09:22	   27.50	       0	0	
09:22	   27.50	       0	0	
09:22	   27.50	       0	0	
09:22	   27.50	       0	0	
09:22	   27.50	       0	0	
09:22	   27.50	       0	0	
09:22	   27.50	       0	0	
09:22	   27.50	       0	0	
09:22	   27.00	       0	0	
09:23	   27.00	       0	0	
09:23	   27.00	       0	0	
09:23	   27.00	       0	0	
09:23	   27.00	       0	0	
09:23	   26.58	       0	0	
09:23	   26.25	       0	0	
09:23	   26.25	       0	0	
09:23	   26.16	       0	0	
09:23	   26.00	       0	0	
09:23	   26.00	       0	0	
09:23	   26.00	       0	0	
09:23	   26.00	       0	0	
09:23	   25.98	       0	0	
09:23	   25.98	       0	0	
09:23	   25.98	       0	0	
09:23	   25.98	       0	0	
09:23	   25.68	       0	0	
09:23	   25.68	       0	0	
