                  20240625 中科美菱 (920992)
 时间	    价格	    成交	笔数	
09:30	    8.68	      15	0	B	
09:31	    8.61	      10	0	B	
09:31	    8.54	       1	0	S	
09:31	    8.54	       1	0	S	
09:31	    8.61	      23	0	B	
09:31	    8.61	       6	0	B	
09:31	    8.61	       1	0	S	
09:32	    8.58	       1	0	B	
09:32	    8.68	      11	0	B	
09:32	    8.68	      10	0	B	
09:32	    8.68	      10	0	S	
09:33	    8.55	       2	0	S	
09:34	    8.56	      34	0	S	
09:34	    8.57	      17	0	S	
09:34	    8.57	       9	0	B	
09:35	    8.66	       3	0	B	
09:36	    8.58	      10	0	S	
09:41	    8.65	       6	0	B	
09:41	    8.66	      15	0	B	
09:41	    8.69	      16	0	B	
09:42	    8.70	       3	0	S	
09:42	    8.69	      11	0	S	
09:42	    8.68	       8	0	S	
09:42	    8.68	       6	0	S	
09:42	    8.68	       6	0	S	
09:43	    8.68	       3	0	B	
09:43	    8.68	       2	0	S	
09:44	    8.68	       4	0	B	
09:44	    8.68	       6	0	S	
09:45	    8.66	      11	0	S	
09:46	    8.66	      20	0	S	
09:48	    8.66	      28	0	S	
09:48	    8.66	       2	0	S	
09:48	    8.65	       4	0	S	
09:49	    8.62	       2	0	S	
09:50	    8.61	       3	0	S	
09:50	    8.62	       8	0	B	
09:52	    8.57	     625	0	S	
09:52	    8.57	     100	0	B	
09:52	    8.57	      75	0	B	
09:54	    8.57	     291	0	S	
09:54	    8.57	      43	0	B	
09:55	    8.57	      16	0	B	
09:55	    8.67	      11	0	B	
09:55	    8.67	       2	0	S	
09:55	    8.67	      20	0	B	
09:55	    8.57	     367	0	S	
09:55	    8.57	      23	0	B	
09:58	    8.65	       3	0	S	
09:58	    8.65	      10	0	S	
09:58	    8.65	      50	0	S	
09:59	    8.57	     262	0	S	
09:59	    8.57	      29	0	B	
09:59	    8.57	      29	0	B	
09:59	    8.57	      58	0	B	
09:59	    8.57	      12	0	B	
09:59	    8.69	       4	0	B	
10:01	    8.68	      10	0	B	
10:01	    8.68	      40	0	S	
10:02	    8.59	      10	0	S	
10:04	    8.57	     127	0	S	
10:04	    8.57	      44	0	B	
10:04	    8.57	      38	0	B	
10:04	    8.57	       8	0	B	
10:04	    8.57	      59	0	B	
10:04	    8.57	      41	0	B	
10:04	    8.57	       3	0	B	
10:06	    8.58	      26	0	S	
10:07	    8.58	      11	0	B	
10:08	    8.57	      41	0	S	
10:08	    8.57	      12	0	B	
10:09	    8.57	      58	0	B	
10:09	    8.57	       2	0	B	
10:10	    8.57	       1	0	B	
10:10	    8.57	       3	0	B	
10:11	    8.57	      10	0	B	
10:12	    8.57	      50	0	B	
10:12	    8.57	      11	0	B	
10:12	    8.57	       2	0	B	
10:12	    8.57	       8	0	B	
10:12	    8.57	      50	0	B	
10:12	    8.57	      27	0	B	
10:12	    8.57	       5	0	B	
10:12	    8.57	       1	0	B	
10:13	    8.57	       7	0	B	
10:14	    8.57	       1	0	B	
10:14	    8.57	       2	0	B	
10:15	    8.57	       2	0	B	
10:15	    8.57	       5	0	B	
10:15	    8.57	       1	0	B	
10:16	    8.57	       3	0	B	
10:17	    8.57	       2	0	B	
10:18	    8.57	      10	0	B	
10:18	    8.57	       5	0	B	
10:18	    8.57	       1	0	B	
10:18	    8.56	       9	0	S	
10:19	    8.66	       1	0	B	
10:19	    8.65	       9	0	B	
10:28	    8.65	      22	0	B	
10:28	    8.65	      64	0	S	
10:34	    8.65	       1	0	B	
10:38	    8.58	       2	0	S	
10:39	    8.63	      15	0	B	
10:39	    8.63	      35	0	S	
10:40	    8.64	       1	0	B	
10:40	    8.58	      10	0	S	
10:41	    8.64	       1	0	B	
10:46	    8.65	       1	0	B	
10:48	    8.65	       2	0	B	
10:51	    8.65	       2	0	B	
10:51	    8.65	      56	0	S	
10:52	    8.65	      10	0	B	
10:52	    8.65	       7	0	B	
10:53	    8.65	       3	0	B	
10:54	    8.65	       4	0	B	
10:54	    8.66	       4	0	B	
10:54	    8.66	       1	0	B	
10:54	    8.66	       1	0	B	
10:54	    8.66	       1	0	B	
10:55	    8.66	       4	0	B	
10:55	    8.66	       4	0	B	
10:56	    8.66	       4	0	B	
10:56	    8.66	       5	0	B	
10:57	    8.66	       3	0	B	
10:58	    8.66	      10	0	B	
10:58	    8.61	       2	0	S	
10:59	    8.66	      10	0	B	
10:59	    8.66	       2	0	B	
10:59	    8.58	     232	0	S	
10:59	    8.58	      20	0	B	
10:59	    8.58	      29	0	B	
10:59	    8.58	       2	0	B	
10:59	    8.58	      46	0	B	
10:59	    8.58	      21	0	B	
11:00	    8.58	       2	0	S	
11:00	    8.65	       6	0	B	
11:00	    8.65	       1	0	B	
11:01	    8.65	       2	0	B	
11:01	    8.65	       1	0	B	
11:01	    8.66	       2	0	B	
11:01	    8.66	      11	0	B	
11:01	    8.66	       1	0	B	
11:02	    8.65	       6	0	S	
11:02	    8.65	      14	0	S	
11:02	    8.66	      34	0	B	
11:03	    8.66	       8	0	B	
11:04	    8.65	      30	0	S	
11:04	    8.65	      33	0	B	
11:04	    8.66	       0	0	B	
11:05	    8.68	      12	0	B	
11:05	    8.69	       1	0	B	
11:05	    8.69	      28	0	S	
11:05	    8.70	      28	0	B	
11:05	    8.70	      28	0	B	
