                  20230131 中科美菱 (920992)
 时间	    价格	    成交	笔数	
09:34	   12.10	      10	0	S	
09:38	   12.02	       2	0	S	
09:41	   12.03	      28	0	S	
09:41	   12.02	       2	0	S	
09:42	   12.03	      29	0	B	
09:46	   12.04	       2	0	S	
09:47	   12.03	      19	0	S	
09:49	   12.03	      12	0	S	
09:52	   12.05	      10	0	S	
09:53	   12.05	       5	0	S	
09:53	   12.08	      14	0	B	
09:54	   12.08	      12	0	S	
09:55	   12.12	      54	0	B	
09:55	   12.12	      50	0	B	
09:56	   12.08	       5	0	S	
09:56	   12.12	       2	0	B	
09:56	   12.12	       0	0	B	
09:56	   12.08	      19	0	S	
10:02	   12.12	       1	0	B	
10:02	   12.14	      17	0	B	
10:03	   12.14	       3	0	S	
10:03	   12.14	       9	0	B	
10:03	   12.14	       1	0	S	
10:04	   12.14	       9	0	B	
10:04	   12.15	      46	0	B	
10:04	   12.16	      18	0	B	
10:04	   12.16	       5	0	S	
10:05	   12.17	      17	0	B	
10:05	   12.16	       7	0	S	
10:05	   12.16	      28	0	B	
10:06	   12.17	      34	0	B	
10:06	   12.18	      10	0	B	
10:06	   12.18	      10	0	B	
10:07	   12.16	      23	0	S	
10:07	   12.16	      20	0	S	
10:08	   12.18	      50	0	B	
10:10	   12.17	      10	0	B	
10:11	   12.17	      20	0	B	
10:11	   12.18	      38	0	B	
10:12	   12.19	      23	0	B	
10:12	   12.19	      26	0	B	
10:12	   12.19	       0	0	B	
10:12	   12.20	      22	0	B	
10:13	   12.21	       3	0	B	
10:13	   12.21	       7	0	B	
10:13	   12.22	      13	0	B	
10:13	   12.23	       1	0	B	
10:13	   12.23	       4	0	B	
10:14	   12.23	       5	0	B	
10:14	   12.25	      24	0	B	
10:16	   12.23	      12	0	S	
10:16	   12.22	      21	0	S	
10:17	   12.22	      20	0	B	
10:17	   12.22	      26	0	B	
10:18	   12.22	      10	0	B	
10:18	   12.22	       4	0	B	
10:18	   12.22	      11	0	B	
10:19	   12.25	       4	0	B	
10:19	   12.26	      56	0	B	
10:20	   12.29	      10	0	B	
10:20	   12.29	       7	0	B	
10:20	   12.29	       3	0	S	
10:20	   12.30	       4	0	B	
10:20	   12.30	      23	0	B	
10:20	   12.30	       3	0	B	
10:20	   12.31	      57	0	B	
10:21	   12.32	      20	0	B	
10:21	   12.33	      10	0	B	
10:21	   12.33	       5	0	S	
10:22	   12.35	       8	0	B	
10:22	   12.33	       5	0	S	
10:22	   12.33	       2	0	B	
10:22	   12.34	      56	0	B	
10:22	   12.35	      14	0	B	
10:23	   12.36	      43	0	B	
10:23	   12.38	     108	0	B	
10:23	   12.38	      50	0	B	
10:23	   12.38	      12	0	B	
10:24	   12.40	      10	0	B	
10:24	   12.45	      17	0	B	
10:24	   12.46	       9	0	B	
10:24	   12.46	       7	0	B	
10:24	   12.46	       2	0	S	
10:25	   12.49	      20	0	B	
10:25	   12.49	      10	0	B	
10:25	   12.50	      20	0	B	
10:25	   12.50	       5	0	S	
10:25	   12.52	      74	0	B	
10:25	   12.52	       5	0	B	
10:25	   12.52	       1	0	B	
10:26	   12.54	      35	0	B	
10:26	   12.55	      17	0	B	
10:26	   12.54	       3	0	S	
10:26	   12.55	       1	0	B	
10:26	   12.54	      67	0	S	
10:26	   12.54	      18	0	S	
