                  20240829 中科美菱 (920992)
 时间	    价格	    成交	笔数	
09:30	    8.05	      62	0	B	
09:30	    8.05	      24	0	B	
09:30	    8.05	       1	0	B	
09:30	    8.05	      44	0	B	
09:30	    8.05	       3	0	B	
09:30	    8.06	      31	0	B	
09:30	    8.06	      19	0	B	
09:30	    8.07	      13	0	B	
09:31	    8.08	       8	0	B	
09:31	    8.07	      10	0	B	
09:31	    8.07	       3	0	S	
09:32	    8.07	      26	0	B	
09:34	    8.06	       2	0	B	
09:34	    8.06	      18	0	S	
09:34	    8.06	      22	0	B	
09:34	    8.06	      28	0	S	
09:35	    8.06	       5	0	B	
09:35	    8.06	       8	0	S	
09:35	    8.06	      37	0	S	
09:35	    8.07	     150	0	B	
09:35	    8.06	      15	0	B	
09:35	    8.06	       1	0	S	
09:35	    8.07	      60	0	B	
09:35	    8.07	      30	0	B	
09:35	    8.06	       6	0	S	
09:36	    8.07	       5	0	B	
09:36	    8.08	      30	0	B	
09:36	    8.08	      20	0	B	
09:36	    8.09	      10	0	B	
09:36	    8.10	      42	0	B	
09:36	    8.10	      13	0	B	
09:36	    8.12	      60	0	B	
09:36	    8.12	      30	0	B	
09:37	    8.12	      84	0	B	
09:37	    8.12	      10	0	S	
09:37	    8.12	       3	0	S	
09:38	    8.12	       1	0	S	
09:38	    8.12	       3	0	B	
09:39	    8.07	      10	0	S	
09:39	    8.07	       6	0	B	
09:40	    8.07	      20	0	S	
09:41	    8.07	      12	0	S	
09:41	    8.07	       8	0	B	
09:41	    8.06	      10	0	S	
09:42	    8.06	      90	0	S	
09:42	    8.06	       1	0	B	
09:43	    8.06	      13	0	S	
09:44	    8.06	      10	0	B	
09:44	    8.06	      25	0	S	
09:48	    8.06	      39	0	S	
09:48	    8.06	      60	0	B	
09:55	    8.06	      43	0	S	
10:00	    8.04	     147	0	S	
10:02	    8.04	       3	0	B	
10:06	    8.00	      40	0	S	
10:12	    8.11	     132	0	B	
10:16	    8.10	      60	0	B	
10:16	    8.10	       0	0	B	
10:17	    8.10	       5	0	B	
10:20	    8.04	      60	0	S	
10:27	    8.03	       8	0	S	
10:27	    8.00	     127	0	S	
10:27	    8.03	     100	0	B	
10:32	    8.03	      92	0	B	
10:48	    8.03	      80	0	S	
10:50	    8.03	      22	0	S	
10:51	    8.03	      94	0	B	
10:56	    8.04	       2	0	S	
11:01	    8.04	      16	0	S	
11:05	    8.06	      20	0	B	
11:05	    8.04	       2	0	S	
11:13	    8.04	      60	0	S	
11:13	    8.04	       6	0	S	
11:14	    8.03	      70	0	S	
11:14	    8.03	       3	0	S	
11:19	    8.02	      20	0	S	
11:19	    8.03	      27	0	B	
11:20	    8.03	      70	0	S	
11:25	    8.06	       5	0	S	
11:28	    8.07	      18	0	B	
13:06	    8.03	       6	0	S	
13:07	    8.03	       9	0	S	
13:12	    8.03	       5	0	S	
13:12	    8.04	       5	0	B	
13:20	    8.05	       3	0	S	
13:40	    8.08	       6	0	B	
13:49	    8.04	       5	0	S	
13:50	    8.04	      10	0	S	
13:50	    8.04	       2	0	B	
13:54	    8.04	      30	0	S	
14:02	    8.06	       9	0	B	
14:11	    8.08	      20	0	B	
14:25	    8.06	       5	0	S	
14:27	    8.07	       4	0	B	
14:28	    8.07	       6	0	S	
14:30	    8.06	      44	0	S	
14:34	    8.05	      25	0	S	
14:35	    8.05	      20	0	S	
14:36	    8.06	      14	0	B	
14:37	    8.04	     109	0	S	
14:37	    8.04	      31	0	S	
14:44	    8.04	      13	0	S	
14:45	    8.04	      10	0	S	
14:48	    8.04	       2	0	B	
14:50	    8.00	     302	0	S	
14:50	    8.02	       5	0	S	
14:51	    8.02	      10	0	B	
14:54	    8.03	       3	0	B	
14:54	    8.02	      62	0	S	
14:55	    8.02	      10	0	B	
14:56	    8.00	       1	0	S	
14:56	    8.01	       6	0	B	
15:00	    8.00	      38	0	
#数据来源:通达信
